@relation pacman.pract1

@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute num_fantasmas numeric
@attribute fantasma1_x numeric
@attribute fantasma1_y numeric
@attribute fantasma2_x numeric
@attribute fantasma2_y numeric
@attribute fantasma3_x numeric
@attribute fantasma3_y numeric
@attribute fantasma4_x numeric
@attribute fantasma4_y numeric
@attribute fantasma1_vivo {True,False}
@attribute fantasma2_vivo {True,False}
@attribute fantasma3_vivo {True,False}
@attribute fantasma4_vivo {True,False}
@attribute fantasma_cercano_x numeric
@attribute fantasma_cercano_y numeric
@attribute muro_x {True,False}
@attribute muro_y {True,False}
@attribute dif_puntuacion numeric
@attribute direccion_pacman {West, Stop, East, North, South}

@data
9, 7, 4, 9, 3, 3, 1, 19, 12, 22, 9, True, False, True, True, 0, -4, False, False, -1, West
9, 6, 4, 9, 3, 3, 1, 19, 12, 22, 9, True, False, True, True, 0, -3, False, False, 99, South
9, 5, 4, 9, 3, 3, 1, 19, 12, 22, 9, True, False, True, True, 0, -2, False, False, -1, South
9, 4, 4, 9, 3, 3, 1, 19, 12, 22, 9, True, False, True, True, 0, -1, False, False, -1, South
9, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 10, 9, False, False, 199, South
10, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 9, 9, False, False, 99, East
11, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 8, 9, False, False, -1, East
12, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 7, 9, False, False, -1, East
13, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 6, 9, False, False, -1, East
14, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 5, 9, False, False, -1, East
15, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 4, 9, False, False, -1, East
16, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 3, 9, False, False, -1, East
17, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 2, 9, False, False, 99, East
18, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 1, 9, False, False, 99, East
19, 3, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 9, False, False, 99, East
19, 4, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 8, False, False, -1, North
19, 5, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 7, False, False, -1, North
19, 6, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 6, False, False, 99, North
19, 7, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 5, False, False, -1, North
19, 8, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 4, False, False, -1, North
19, 9, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 3, False, False, 99, North
19, 10, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 2, False, False, -1, North
19, 11, 4, 1, 1, 3, 1, 19, 12, 22, 9, False, False, True, True, 0, 1, False, False, -1, North
19, 12, 4, 1, 1, 3, 1, 5, 1, 22, 9, False, False, False, True, 3, -3, False, False, 199, North
20, 12, 4, 1, 1, 3, 1, 5, 1, 22, 9, False, False, False, True, 2, -3, False, False, 99, East
21, 12, 4, 1, 1, 3, 1, 5, 1, 22, 9, False, False, False, True, 1, -3, False, False, -1, East
22, 12, 4, 1, 1, 3, 1, 5, 1, 22, 9, False, False, False, True, 0, -3, False, False, -1, East
22, 11, 4, 1, 1, 3, 1, 5, 1, 22, 9, False, False, False, True, 0, -2, False, False, 99, South
22, 10, 4, 1, 1, 3, 1, 5, 1, 22, 9, False, False, False, True, 0, -1, False, False, 99, South
12, 9, 4, 4, 12, 5, 5, 13, 11, 17, 4, True, True, True, True, 1, 2, False, False, 0, Stop
13, 9, 4, 4, 11, 5, 5, 13, 11, 17, 4, True, True, True, True, 0, 2, False, False, -1, East
13, 10, 4, 3, 11, 6, 5, 5, 1, 16, 4, True, True, False, True, 3, -6, True, False, 199, North
14, 10, 4, 2, 11, 5, 5, 5, 1, 15, 4, True, True, False, True, 1, -6, False, False, -1, East
14, 9, 4, 2, 10, 4, 5, 5, 1, 14, 4, True, True, False, True, 0, -5, False, False, -1, South
14, 8, 4, 2, 11, 4, 4, 5, 1, 14, 3, True, True, False, True, 0, -5, False, False, -1, South
14, 7, 4, 2, 11, 4, 5, 5, 1, 14, 3, True, True, False, True, 0, -4, False, False, -1, South
14, 6, 4, 1, 11, 3, 5, 5, 1, 15, 3, True, True, False, True, 1, -3, False, False, -1, South
15, 6, 4, 1, 12, 3, 4, 5, 1, 16, 3, True, True, False, True, 1, -3, False, True, -1, East
16, 6, 4, 1, 11, 3, 4, 5, 1, 16, 3, True, True, False, True, 0, -3, False, True, -1, East
15, 6, 4, 2, 11, 3, 3, 5, 1, 15, 3, True, True, False, True, 0, -3, False, True, -1, West
15, 7, 4, 2, 11, 3, 3, 5, 1, 16, 3, True, True, False, True, 1, -4, False, True, -1, North
16, 7, 4, 2, 10, 3, 3, 5, 1, 16, 4, True, True, False, True, 0, -3, False, True, -1, East
16, 6, 4, 2, 10, 4, 3, 5, 1, 15, 4, True, True, False, True, -1, -2, False, True, -1, South
15, 6, 4, 1, 10, 4, 4, 5, 1, 15, 4, True, True, False, True, 0, -2, False, True, -1, West
16, 6, 4, 2, 10, 4, 4, 5, 1, 15, 4, True, True, False, True, -1, -2, False, True, -1, East
15, 6, 4, 2, 10, 3, 4, 5, 1, 15, 4, True, True, False, True, 0, -2, False, True, -1, West
16, 6, 4, 2, 11, 4, 4, 5, 1, 16, 4, True, True, False, True, 0, -2, False, True, -1, East
16, 7, 4, 2, 11, 4, 5, 5, 1, 15, 4, True, True, False, True, -1, -3, False, True, -1, North
15, 7, 4, 2, 11, 3, 5, 5, 1, 16, 4, True, True, False, True, 1, -3, False, True, -1, West
16, 7, 4, 3, 11, 2, 5, 5, 1, 16, 4, True, True, False, True, 0, -3, False, True, -1, East
16, 6, 4, 4, 11, 3, 5, 5, 1, 15, 4, True, True, False, True, -1, -2, False, True, -1, South
15, 6, 4, 3, 11, 4, 5, 5, 1, 15, 3, True, True, False, True, 0, -3, False, True, -1, West
15, 7, 4, 3, 11, 4, 5, 5, 1, 14, 3, True, True, False, True, -1, -4, False, True, -1, North
14, 7, 4, 3, 12, 4, 5, 5, 1, 14, 3, True, True, False, True, 0, -4, False, False, -1, West
14, 6, 4, 2, 12, 5, 5, 5, 1, 14, 3, True, True, False, True, 0, -3, False, False, -1, South
14, 5, 4, 1, 12, 5, 6, 5, 1, 14, 3, True, True, False, True, 0, -2, False, False, -1, South
14, 4, 4, 1, 13, 4, 6, 5, 1, 7, 1, True, True, False, False, -10, 2, True, False, 199, South
13, 4, 4, 1, 12, 5, 6, 5, 1, 7, 1, True, True, False, False, -8, 2, True, False, -1, West
13, 5, 4, 1, 12, 5, 5, 5, 1, 7, 1, True, True, False, False, -8, 0, True, False, -1, North
12, 5, 4, 1, 12, 6, 5, 5, 1, 7, 1, True, True, False, False, -6, 0, True, False, -1, West
11, 5, 4, 2, 12, 6, 6, 5, 1, 7, 1, True, True, False, False, -5, 1, True, False, -1, West
10, 5, 4, 2, 13, 6, 7, 5, 1, 7, 1, True, True, False, False, -4, 2, True, False, -1, West
9, 5, 4, 1, 13, 5, 7, 5, 1, 7, 1, True, True, False, False, -4, 2, True, False, -1, West
9, 6, 4, 1, 12, 6, 7, 5, 1, 7, 1, True, True, False, False, -3, 1, True, False, -1, North
9, 5, 4, 1, 11, 6, 6, 5, 1, 7, 1, True, True, False, False, -3, 1, True, False, -1, South
9, 6, 4, 1, 11, 5, 6, 5, 1, 7, 1, True, True, False, False, -4, 0, True, False, -1, North
10, 6, 4, 2, 11, 5, 7, 5, 1, 7, 1, True, True, False, False, -5, 1, True, False, -1, East
9, 6, 4, 3, 11, 5, 6, 5, 1, 7, 1, True, True, False, False, -4, 0, True, False, -1, West
