@relation pacman.pract1

@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute num_fantasmas numeric
@attribute fantasma1_x numeric
@attribute fantasma1_y numeric
@attribute fantasma2_x numeric
@attribute fantasma2_y numeric
@attribute fantasma3_x numeric
@attribute fantasma3_y numeric
@attribute fantasma4_x numeric
@attribute fantasma4_y numeric
@attribute fantasma1_vivo {True,False}
@attribute fantasma2_vivo {True,False}
@attribute fantasma3_vivo {True,False}
@attribute fantasma4_vivo {True,False}
@attribute fantasma_cercano_x numeric
@attribute fantasma_cercano_y numeric
@attribute dif_puntuacion numeric
@attribute direccion_pacman {West, Stop, East, North, South}

@data
17, 13, 4, 26, 25, 21, 6, 10, 9, 8, 1, True, False, False, False, 9, 12, -1, East
16, 13, 4, 26, 24, 21, 7, 11, 9, 8, 1, True, False, False, False, 10, 11, -1, West
17, 13, 4, 26, 24, 21, 7, 11, 9, 9, 1, True, False, False, False, 9, 11, -1, East
16, 13, 4, 26, 24, 21, 6, 12, 9, 8, 1, True, False, False, False, 10, 11, -1, West
17, 13, 4, 26, 24, 20, 6, 12, 8, 9, 1, True, False, False, False, 9, 11, -1, East
16, 13, 4, 26, 24, 19, 6, 12, 9, 8, 1, True, False, False, False, 10, 11, -1, West
17, 13, 4, 26, 23, 20, 6, 12, 9, 7, 1, True, False, False, False, 9, 10, -1, East
16, 13, 4, 26, 22, 19, 6, 12, 8, 6, 1, True, False, False, False, 10, 9, -1, West
17, 13, 4, 26, 21, 19, 6, 12, 8, 5, 1, True, False, False, False, 9, 8, -1, East
16, 13, 4, 26, 22, 20, 6, 12, 9, 6, 1, True, False, False, False, 10, 9, -1, West
17, 13, 4, 26, 23, 20, 6, 12, 9, 6, 1, True, False, False, False, 9, 10, -1, East
16, 13, 4, 26, 23, 21, 6, 12, 9, 7, 1, True, False, False, False, 10, 10, -1, West
17, 13, 4, 26, 24, 21, 5, 12, 9, 7, 1, True, False, False, False, 9, 11, -1, East
16, 13, 4, 26, 24, 21, 4, 12, 9, 7, 1, True, False, False, False, 10, 11, -1, West
17, 13, 4, 26, 24, 21, 3, 12, 9, 7, 1, True, False, False, False, 9, 11, -1, East
16, 13, 4, 26, 24, 22, 3, 12, 9, 8, 1, True, False, False, False, 10, 11, -1, West
17, 13, 4, 26, 24, 22, 3, 12, 8, 7, 1, True, False, False, False, 9, 11, -1, East
16, 13, 4, 26, 23, 23, 3, 12, 8, 7, 1, True, False, False, False, 10, 10, -1, West
17, 13, 4, 26, 22, 24, 3, 12, 7, 8, 1, True, False, False, False, 9, 9, -1, East
16, 13, 4, 26, 22, 24, 4, 12, 6, 7, 1, True, False, False, False, 10, 9, -1, West
17, 13, 4, 26, 21, 24, 4, 12, 6, 6, 1, True, False, False, False, 9, 8, -1, East
16, 13, 4, 25, 21, 24, 3, 12, 7, 5, 1, True, False, False, False, 9, 8, -1, West
17, 13, 4, 24, 21, 24, 4, 12, 6, 6, 1, True, False, False, False, 7, 8, -1, East
16, 13, 4, 23, 21, 24, 3, 12, 6, 6, 1, True, False, False, False, 7, 8, -1, West
17, 13, 4, 22, 21, 23, 3, 13, 6, 5, 1, True, False, False, False, 5, 8, -1, East
16, 13, 4, 22, 21, 24, 3, 12, 6, 4, 1, True, False, False, False, 6, 8, -1, West
17, 13, 4, 23, 21, 24, 4, 12, 6, 3, 1, True, False, False, False, 6, 8, -1, East
16, 13, 4, 24, 21, 24, 4, 12, 6, 2, 1, True, False, False, False, 8, 8, -1, West
1, 18, 4, 5, 9, 11, 3, 17, 6, 25, 13, True, True, True, True, 4, -9, 0, Stop
2, 18, 4, 6, 9, 11, 3, 17, 6, 25, 13, True, True, True, True, 4, -9, -1, East
3, 18, 4, 6, 10, 11, 4, 17, 5, 25, 13, True, True, True, True, 3, -8, -1, East
4, 18, 4, 6, 9, 11, 5, 17, 5, 25, 14, True, True, True, True, 2, -9, -1, East
5, 18, 4, 5, 9, 10, 5, 17, 6, 25, 14, True, True, True, True, 0, -9, -1, East
6, 18, 4, 5, 8, 11, 5, 18, 6, 25, 15, True, True, True, True, -1, -10, -1, East
5, 18, 4, 6, 8, 11, 4, 17, 6, 25, 14, True, True, True, True, 1, -10, -1, West
6, 18, 4, 6, 9, 11, 3, 17, 6, 24, 14, True, True, True, True, 0, -9, -1, East
7, 18, 4, 6, 10, 10, 3, 17, 5, 25, 14, True, True, True, True, -1, -8, -1, East
6, 18, 4, 5, 10, 10, 4, 17, 4, 25, 13, True, True, True, True, -1, -8, -1, West
5, 18, 4, 6, 10, 9, 4, 16, 4, 25, 14, True, True, True, True, 1, -8, -1, West
6, 18, 4, 5, 10, 9, 5, 15, 4, 25, 13, True, True, True, True, -1, -8, -1, East
5, 18, 4, 4, 10, 8, 5, 14, 4, 25, 14, True, True, True, True, -1, -8, -1, West
4, 18, 4, 5, 10, 9, 5, 13, 4, 24, 14, True, True, True, True, 1, -8, -1, West
5, 18, 4, 5, 9, 9, 4, 13, 5, 24, 14, True, True, True, True, 0, -9, -1, East
6, 18, 4, 5, 10, 9, 4, 13, 4, 24, 15, True, True, True, True, -1, -8, -1, East
5, 18, 4, 6, 10, 10, 4, 13, 3, 24, 14, True, True, True, True, 1, -8, -1, West
6, 18, 4, 5, 10, 10, 3, 13, 4, 23, 14, True, True, True, True, -1, -8, -1, East
5, 18, 4, 5, 10, 9, 3, 14, 4, 23, 13, True, True, True, True, 0, -8, -1, West
6, 18, 4, 5, 9, 10, 3, 14, 4, 22, 13, True, True, True, True, -1, -9, -1, East
5, 18, 4, 5, 8, 9, 3, 13, 4, 23, 13, True, True, True, True, 0, -10, -1, West
6, 18, 4, 5, 7, 10, 3, 13, 4, 23, 14, True, True, True, True, -1, -11, -1, East
5, 18, 4, 4, 7, 10, 4, 14, 4, 22, 14, True, True, True, True, -1, -11, -1, West
4, 18, 4, 4, 8, 9, 4, 15, 4, 22, 13, True, True, True, True, 0, -10, -1, West
5, 18, 4, 5, 8, 8, 4, 15, 3, 23, 13, True, True, True, True, 0, -10, -1, East
4, 18, 4, 5, 9, 8, 3, 15, 3, 23, 13, True, True, True, True, 1, -9, -1, West
5, 18, 4, 5, 8, 9, 3, 16, 3, 23, 13, True, True, True, True, 0, -10, -1, East
4, 18, 4, 5, 9, 8, 3, 15, 3, 23, 13, True, True, True, True, 1, -9, -1, West
5, 18, 4, 6, 9, 9, 3, 14, 3, 22, 13, True, True, True, True, 1, -9, -1, East
6, 18, 4, 5, 9, 9, 3, 14, 4, 22, 14, True, True, True, True, -1, -9, -1, East
5, 18, 4, 5, 10, 8, 3, 14, 3, 22, 13, True, True, True, True, 0, -8, -1, West
6, 18, 4, 6, 10, 7, 3, 13, 3, 22, 13, True, True, True, True, 0, -8, -1, East
5, 18, 4, 6, 10, 6, 3, 14, 3, 23, 13, True, True, True, True, 1, -8, -1, West
6, 18, 4, 5, 10, 5, 3, 14, 4, 23, 14, True, True, True, True, -1, -8, -1, East
5, 18, 4, 5, 9, 5, 4, 14, 4, 23, 15, True, True, True, True, 0, -9, -1, West
6, 18, 4, 5, 9, 5, 4, 14, 3, 23, 16, True, True, True, True, -1, -9, -1, East
5, 18, 4, 5, 9, 4, 4, 14, 3, 22, 16, True, True, True, True, 0, -9, -1, West
4, 18, 4, 6, 9, 4, 3, 15, 3, 22, 16, True, True, True, True, 2, -9, -1, West
5, 18, 4, 6, 8, 3, 3, 16, 3, 23, 16, True, True, True, True, 1, -10, -1, East
6, 18, 4, 6, 9, 3, 4, 17, 3, 23, 16, True, True, True, True, 0, -9, -1, East
5, 18, 4, 6, 9, 3, 5, 16, 3, 23, 15, True, True, True, True, 1, -9, -1, West
6, 18, 4, 6, 8, 3, 4, 15, 3, 23, 15, True, True, True, True, 0, -10, -1, East
5, 18, 4, 6, 9, 2, 4, 14, 3, 24, 15, True, True, True, True, 1, -9, -1, West
6, 18, 4, 6, 10, 1, 4, 14, 4, 25, 15, True, True, True, True, 0, -8, -1, East
5, 18, 4, 6, 9, 2, 4, 14, 3, 24, 15, True, True, True, True, 1, -9, -1, West
6, 18, 4, 6, 9, 2, 4, 13, 3, 24, 14, True, True, True, True, 0, -9, -1, East
5, 18, 4, 6, 9, 3, 4, 13, 4, 23, 14, True, True, True, True, 1, -9, -1, West
6, 18, 4, 5, 9, 4, 4, 13, 3, 24, 14, True, True, True, True, -1, -9, -1, East
5, 18, 4, 6, 9, 4, 5, 13, 3, 25, 14, True, True, True, True, 1, -9, -1, West
6, 18, 4, 6, 10, 4, 4, 13, 4, 25, 14, True, True, True, True, 0, -8, -1, East
7, 18, 4, 5, 10, 4, 5, 13, 5, 25, 13, True, True, True, True, -2, -8, -1, East
6, 18, 4, 6, 10, 4, 5, 13, 6, 25, 14, True, True, True, True, 0, -8, -1, West
5, 18, 4, 6, 9, 3, 5, 14, 6, 25, 15, True, True, True, True, 1, -9, -1, West
6, 18, 4, 6, 9, 3, 6, 13, 6, 24, 15, True, True, True, True, 0, -9, -1, East
7, 18, 4, 6, 9, 2, 6, 13, 6, 24, 14, True, True, True, True, -1, -9, -1, East
6, 18, 4, 6, 8, 1, 6, 13, 7, 24, 14, True, True, True, True, 0, -10, -1, West
5, 18, 4, 6, 7, 1, 6, 13, 8, 24, 14, True, True, True, True, 1, -11, -1, West
6, 18, 4, 6, 6, 1, 6, 14, 8, 24, 14, True, True, True, True, 0, -12, -1, East
7, 18, 4, 6, 6, 1, 5, 14, 9, 24, 14, True, True, True, True, -1, -12, -1, East
6, 18, 4, 7, 6, 1, 6, 13, 9, 23, 14, True, True, True, True, 1, -12, -1, West
7, 18, 4, 7, 6, 1, 7, 13, 8, 23, 15, True, True, True, True, 0, -12, -1, East
8, 18, 4, 8, 6, 1, 8, 13, 7, 23, 14, True, True, True, True, 0, -12, -1, East
9, 18, 4, 8, 5, 1, 9, 13, 7, 23, 15, True, True, True, True, -1, -13, -1, East
8, 18, 4, 8, 6, 1, 8, 13, 6, 23, 14, True, True, True, True, 0, -12, -1, West
9, 18, 4, 8, 5, 1, 9, 13, 5, 23, 15, True, True, True, True, -1, -13, -1, East
8, 18, 4, 9, 5, 1, 10, 13, 4, 22, 15, True, True, True, True, 1, -13, -1, West
9, 18, 4, 9, 6, 1, 10, 13, 5, 23, 15, True, True, True, True, 0, -12, -1, East
10, 18, 4, 8, 6, 1, 10, 13, 4, 22, 15, True, True, True, True, -2, -12, -1, East
9, 18, 4, 8, 7, 1, 11, 14, 4, 23, 15, True, True, True, True, -1, -11, -1, West
8, 18, 4, 8, 8, 1, 11, 14, 5, 23, 16, True, True, True, True, 0, -10, -1, West
7, 18, 4, 8, 7, 1, 10, 13, 5, 23, 15, True, True, True, True, 1, -11, -1, West
8, 18, 4, 8, 7, 1, 10, 13, 6, 24, 15, True, True, True, True, 0, -11, -1, East
7, 18, 4, 9, 7, 1, 10, 13, 7, 23, 15, True, True, True, True, 2, -11, -1, West
8, 18, 4, 9, 7, 1, 9, 13, 7, 23, 16, True, True, True, True, 1, -11, -1, East
9, 18, 4, 10, 7, 1, 10, 13, 7, 23, 16, True, True, True, True, 1, -11, -1, East
10, 18, 4, 11, 7, 1, 10, 13, 6, 23, 15, True, True, True, True, 1, -11, -1, East
11, 18, 4, 11, 7, 1, 11, 13, 6, 22, 15, True, True, True, True, 0, -11, -1, East
12, 18, 4, 10, 7, 1, 11, 13, 5, 21, 15, True, True, True, True, -2, -11, -1, East
11, 18, 4, 9, 7, 1, 11, 13, 5, 22, 15, True, True, True, True, -2, -11, -1, West
10, 18, 4, 9, 6, 1, 11, 14, 5, 22, 15, True, True, True, True, -1, -12, -1, West
9, 18, 4, 10, 6, 1, 11, 13, 5, 21, 15, True, True, True, True, 1, -12, -1, West
10, 18, 4, 10, 6, 1, 10, 14, 5, 22, 15, True, True, True, True, 0, -12, -1, East
11, 18, 4, 10, 6, 1, 9, 14, 5, 22, 16, True, True, True, True, -1, -12, -1, East
10, 18, 4, 11, 6, 1, 10, 14, 4, 22, 15, True, True, True, True, 1, -12, -1, West
11, 18, 4, 11, 7, 1, 9, 13, 4, 22, 14, True, True, True, True, 0, -11, -1, East
10, 18, 4, 10, 7, 1, 8, 14, 4, 22, 14, True, True, True, True, 0, -11, -1, West
9, 18, 4, 10, 7, 1, 9, 14, 3, 23, 14, True, True, True, True, 1, -11, -1, West
10, 18, 4, 10, 8, 1, 10, 15, 3, 23, 14, True, True, True, True, 0, -10, -1, East
11, 18, 4, 9, 8, 1, 11, 15, 3, 23, 14, True, True, True, True, -2, -10, -1, East
10, 18, 4, 9, 9, 1, 11, 16, 3, 23, 13, True, True, True, True, -1, -9, -1, West
9, 18, 4, 9, 8, 1, 10, 16, 4, 22, 13, True, True, True, True, 0, -10, -1, West
10, 18, 4, 9, 8, 1, 11, 15, 4, 23, 13, True, True, True, True, -1, -10, -1, East
9, 18, 4, 10, 8, 1, 10, 14, 4, 23, 13, True, True, True, True, 1, -10, -1, West
10, 18, 4, 10, 7, 1, 9, 14, 3, 23, 13, True, True, True, True, 0, -11, -1, East
9, 18, 4, 9, 7, 1, 9, 13, 3, 23, 14, True, True, True, True, 0, -11, -1, West
10, 18, 4, 9, 6, 1, 10, 13, 3, 24, 14, True, True, True, True, -1, -12, -1, East
9, 18, 4, 10, 6, 1, 10, 13, 3, 24, 14, True, True, True, True, 1, -12, -1, West
10, 18, 4, 10, 5, 1, 10, 13, 4, 24, 14, True, True, True, True, 0, -13, -1, East
11, 18, 4, 10, 4, 1, 10, 14, 4, 24, 14, True, True, True, True, -1, -14, -1, East
10, 18, 4, 10, 4, 1, 10, 14, 3, 24, 15, True, True, True, True, 0, -14, -1, West
9, 18, 4, 11, 4, 1, 10, 14, 4, 24, 15, True, True, True, True, 2, -14, -1, West
10, 18, 4, 11, 5, 1, 10, 14, 3, 24, 16, True, True, True, True, 1, -13, -1, East
11, 18, 4, 10, 5, 1, 11, 15, 3, 23, 16, True, True, True, True, -1, -13, -1, East
10, 18, 4, 10, 5, 1, 12, 14, 3, 23, 16, True, True, True, True, 0, -13, -1, West
11, 18, 4, 9, 5, 1, 11, 13, 3, 24, 16, True, True, True, True, -2, -13, -1, East
10, 18, 4, 10, 5, 1, 12, 13, 3, 25, 16, True, True, True, True, 0, -13, -1, West
11, 18, 4, 10, 4, 1, 13, 14, 3, 25, 16, True, True, True, True, -1, -14, -1, East
10, 18, 4, 10, 5, 1, 13, 14, 3, 25, 15, True, True, True, True, 0, -13, -1, West
9, 1, 4, 1, 5, 8, 5, 11, 5, 18, 5, True, True, True, True, -1, 4, 0, Stop
8, 1, 4, 1, 4, 9, 5, 11, 5, 18, 5, True, True, True, True, 1, 4, 99, West
9, 1, 4, 1, 4, 9, 4, 11, 5, 17, 5, True, True, True, True, 0, 3, -1, East
10, 1, 4, 1, 4, 9, 3, 11, 5, 17, 5, True, True, True, True, -1, 2, 99, East
9, 1, 4, 1, 4, 9, 3, 11, 5, 18, 5, True, True, True, True, 0, 2, -1, West
10, 1, 4, 1, 5, 9, 3, 11, 5, 18, 4, True, True, True, True, -1, 2, -1, East
9, 1, 4, 1, 4, 9, 3, 11, 5, 18, 3, True, True, True, True, 0, 2, -1, West
10, 1, 4, 1, 4, 9, 3, 10, 5, 18, 4, True, True, True, True, -1, 2, -1, East
9, 1, 4, 1, 5, 8, 3, 10, 4, 18, 5, True, True, True, True, -1, 2, -1, West
8, 1, 4, 1, 4, 9, 3, 10, 4, 17, 5, True, True, True, True, 1, 2, -1, West
9, 1, 4, 1, 3, 9, 4, 10, 4, 17, 5, True, True, True, True, 0, 3, -1, East
8, 1, 4, 1, 2, 9, 4, 10, 5, 16, 5, True, True, True, True, 1, 3, -1, West
9, 1, 4, 1, 2, 9, 5, 9, 5, 17, 5, True, True, True, True, 0, 4, -1, East
8, 1, 4, 1, 3, 10, 5, 9, 5, 16, 5, True, True, True, True, 1, 4, -1, West
9, 1, 4, 1, 2, 10, 4, 10, 5, 16, 5, True, True, True, True, 1, 3, -1, East
10, 1, 4, 1, 3, 10, 3, 10, 5, 15, 5, True, True, True, True, 0, 2, -1, East
11, 1, 4, 1, 4, 10, 3, 10, 4, 15, 5, True, True, True, True, -1, 2, 99, East
10, 1, 4, 1, 5, 10, 3, 9, 4, 15, 4, True, True, True, True, 0, 2, -1, West
9, 1, 4, 1, 4, 11, 3, 9, 4, 15, 4, True, True, True, True, 0, 3, -1, West
8, 1, 4, 1, 5, 10, 3, 9, 3, 14, 4, True, True, True, True, 1, 2, -1, West
9, 1, 4, 1, 4, 10, 4, 10, 3, 14, 5, True, True, True, True, 1, 2, -1, East
10, 1, 4, 1, 4, 10, 4, 11, 3, 15, 5, True, True, True, True, 0, 3, -1, East
11, 1, 4, 1, 5, 9, 4, 12, 3, 16, 5, True, True, True, True, 1, 2, -1, East
12, 1, 4, 1, 5, 9, 4, 11, 3, 15, 5, True, True, True, True, -1, 2, 99, East
11, 1, 4, 1, 4, 10, 4, 12, 3, 15, 5, True, True, True, True, 1, 2, -1, West
12, 1, 4, 1, 5, 10, 4, 11, 3, 15, 4, True, True, True, True, -1, 2, -1, East
11, 1, 4, 2, 5, 9, 4, 10, 3, 14, 4, True, True, True, True, -1, 2, -1, West
10, 1, 4, 2, 5, 9, 3, 10, 3, 15, 4, True, True, True, True, 0, 2, -1, West
9, 1, 4, 3, 5, 8, 3, 10, 3, 15, 3, True, True, True, True, -1, 2, -1, West
8, 1, 4, 2, 5, 8, 3, 10, 3, 15, 2, True, True, True, True, 0, 2, -1, West
9, 1, 4, 1, 5, 8, 3, 11, 3, 15, 2, True, True, True, True, -1, 2, -1, East
8, 1, 4, 1, 4, 7, 3, 10, 3, 15, 2, True, True, True, True, -1, 2, -1, West
7, 1, 4, 1, 3, 6, 3, 9, 3, 15, 2, True, True, True, True, 8, 1, 99, West
8, 1, 4, 1, 4, 7, 3, 9, 3, 15, 1, True, True, True, True, 7, 0, -1, East
9, 1, 4, 1, 3, 8, 3, 10, 3, 16, 1, True, True, True, True, 7, 0, -1, East
10, 1, 4, 1, 3, 8, 3, 10, 3, 16, 1, True, True, True, True, 6, 0, -1, East
11, 1, 4, 1, 4, 9, 3, 11, 3, 15, 1, True, True, True, True, 0, 2, -1, East
10, 1, 4, 1, 4, 9, 3, 12, 3, 15, 2, True, True, True, True, -1, 2, -1, West
9, 1, 4, 1, 5, 9, 4, 12, 3, 15, 3, True, True, True, True, 0, 3, -1, West
10, 1, 4, 1, 4, 9, 3, 11, 3, 16, 3, True, True, True, True, -1, 2, -1, East
9, 1, 4, 1, 4, 9, 3, 12, 3, 16, 3, True, True, True, True, 0, 2, -1, West
10, 1, 4, 1, 4, 9, 3, 11, 3, 15, 3, True, True, True, True, -1, 2, -1, East
9, 1, 4, 1, 5, 9, 3, 12, 3, 16, 3, True, True, True, True, 0, 2, -1, West
10, 1, 4, 1, 5, 9, 4, 13, 3, 15, 3, True, True, True, True, -1, 3, -1, East
9, 1, 4, 1, 4, 9, 5, 13, 2, 15, 3, True, True, True, True, 0, 4, -1, West
10, 1, 4, 1, 4, 9, 4, 13, 2, 15, 3, True, True, True, True, -1, 3, -1, East
9, 1, 4, 1, 4, 10, 4, 13, 3, 15, 3, True, True, True, True, 1, 3, -1, West
10, 1, 4, 1, 4, 9, 4, 13, 2, 15, 3, True, True, True, True, -1, 3, -1, East
9, 1, 4, 1, 4, 10, 4, 13, 2, 15, 2, True, True, True, True, 1, 3, -1, West
10, 1, 4, 1, 4, 10, 3, 13, 3, 15, 2, True, True, True, True, 5, 1, -1, East
11, 1, 4, 1, 3, 10, 3, 13, 4, 15, 1, True, True, True, True, 4, 0, -1, East
12, 1, 4, 1, 2, 9, 3, 14, 4, 14, 1, True, True, True, True, 2, 0, -1, East
13, 1, 4, 1, 2, 10, 3, 14, 4, 14, 1, True, True, True, True, 1, 0, 99, East
14, 1, 4, 1, 1, 11, 3, 14, 4, 7, 1, True, True, True, False, -13, 0, 299, East
13, 1, 4, 1, 1, 11, 3, 14, 5, 6, 1, True, True, True, False, -12, 0, -1, West
12, 1, 4, 2, 1, 10, 3, 14, 5, 6, 1, True, True, True, False, -10, 0, -1, West
11, 1, 4, 2, 1, 10, 4, 14, 4, 5, 1, True, True, True, False, -9, 0, -1, West
10, 1, 4, 1, 1, 9, 4, 15, 4, 6, 1, True, True, True, False, -9, 0, -1, West
9, 1, 4, 1, 2, 9, 4, 14, 4, 5, 1, True, True, True, False, 0, 3, -1, West
8, 1, 4, 1, 2, 10, 4, 14, 5, 4, 1, True, True, True, False, 2, 3, -1, West
9, 1, 4, 1, 2, 9, 4, 14, 4, 4, 1, True, True, True, False, 0, 3, -1, East
10, 1, 4, 1, 3, 9, 5, 15, 4, 4, 2, True, True, True, False, -1, 4, -1, East
9, 1, 4, 1, 2, 9, 4, 15, 4, 4, 1, True, True, True, False, 0, 3, -1, West
10, 1, 4, 1, 1, 9, 3, 14, 4, 4, 2, True, True, True, False, -9, 0, -1, East
9, 1, 4, 1, 1, 9, 3, 14, 5, 4, 3, True, True, True, False, -8, 0, -1, West
8, 1, 4, 2, 1, 8, 3, 15, 5, 3, 3, True, True, True, False, -6, 0, -1, West
7, 1, 4, 2, 1, 7, 3, 15, 4, 3, 3, True, True, True, False, -5, 0, -1, West
6, 1, 4, 3, 1, 6, 3, 15, 5, 4, 3, True, True, True, False, -3, 0, 99, West
5, 1, 4, 4, 1, 7, 3, 14, 5, 4, 3, True, True, True, False, -1, 0, 99, West
4, 1, 4, 1, 1, 8, 3, 14, 4, 4, 3, False, True, True, False, 4, 2, 299, West
5, 1, 4, 2, 1, 9, 3, 15, 4, 4, 4, False, True, True, False, 4, 2, -1, East
6, 1, 4, 1, 1, 8, 3, 15, 3, 4, 5, False, True, True, False, 2, 2, -1, East
7, 1, 4, 2, 1, 9, 3, 16, 3, 3, 5, False, True, True, False, 2, 2, -1, East
8, 1, 4, 2, 1, 8, 3, 16, 3, 2, 5, False, True, True, False, 0, 2, -1, East
9, 1, 4, 2, 1, 7, 3, 15, 3, 3, 5, False, True, True, False, -2, 2, -1, East
8, 1, 4, 3, 1, 7, 3, 15, 3, 4, 5, False, True, True, False, -1, 2, -1, West
7, 1, 4, 3, 1, 6, 3, 15, 4, 5, 5, False, True, True, False, -1, 2, -1, West
6, 1, 4, 4, 1, 6, 4, 15, 5, 6, 5, False, True, True, False, 0, 3, -1, West
6, 2, 4, 5, 1, 6, 4, 14, 5, 5, 5, False, True, True, False, 0, 2, 99, North
6, 3, 4, 5, 1, 5, 4, 14, 4, 4, 5, False, True, True, False, -1, 1, 99, North
6, 4, 4, 4, 1, 5, 5, 14, 5, 4, 5, False, True, True, False, -1, 1, 99, North
5, 4, 4, 5, 1, 6, 5, 14, 5, 4, 5, False, True, True, False, 1, 1, 99, West
6, 4, 4, 5, 1, 6, 5, 14, 4, 3, 5, False, True, True, False, 0, 1, -1, East
6, 5, 4, 6, 1, 3, 1, 13, 4, 2, 5, False, False, True, False, 7, -1, 299, North
6, 4, 4, 6, 1, 4, 1, 13, 5, 1, 5, False, False, True, False, 7, 1, -1, South
6, 5, 4, 5, 1, 4, 1, 13, 5, 2, 5, False, False, True, False, 7, 0, -1, North
5, 5, 4, 6, 1, 5, 1, 13, 5, 1, 5, False, False, True, False, 8, 0, 99, West
6, 5, 4, 6, 1, 5, 1, 13, 5, 1, 5, False, False, True, False, 7, 0, -1, East
6, 4, 4, 6, 1, 6, 1, 13, 4, 1, 5, False, False, True, False, 7, 0, -1, South
6, 3, 4, 5, 1, 6, 1, 14, 4, 2, 5, False, False, True, False, 8, 1, -1, South
7, 3, 4, 4, 1, 6, 2, 13, 4, 2, 5, False, False, True, False, 6, 1, 99, East
8, 3, 4, 5, 1, 6, 2, 13, 3, 1, 5, False, False, True, False, 5, 0, 99, East
9, 3, 4, 4, 1, 6, 2, 13, 3, 2, 5, False, False, True, False, -3, -1, 99, East
8, 3, 4, 4, 2, 6, 2, 13, 3, 1, 5, False, False, True, False, -4, -1, -1, West
7, 3, 4, 4, 3, 6, 1, 12, 3, 1, 5, False, False, True, False, 5, 0, -1, West
8, 3, 4, 3, 3, 6, 2, 13, 3, 1, 5, False, False, True, False, -5, 0, -1, East
7, 3, 4, 4, 3, 6, 1, 13, 4, 1, 4, False, False, True, False, 6, 1, -1, West
8, 3, 4, 4, 2, 6, 2, 14, 4, 1, 5, False, False, True, False, 6, 1, -1, East
9, 3, 4, 4, 2, 6, 2, 13, 4, 2, 5, False, False, True, False, 4, 1, -1, East
10, 3, 4, 4, 1, 6, 3, 13, 3, 2, 5, False, False, True, False, 3, 0, 99, East
11, 3, 4, 5, 1, 6, 2, 12, 3, 3, 5, False, False, True, False, 1, 0, 99, East
9, 1, 4, 1, 5, 8, 5, 11, 5, 18, 5, True, True, True, True, -1, 4, 0, Stop
8, 1, 4, 1, 5, 9, 5, 10, 5, 18, 5, True, True, True, True, 1, 4, 99, West
9, 1, 4, 1, 5, 8, 5, 9, 5, 18, 5, True, True, True, True, 0, 4, -1, East
8, 1, 4, 1, 5, 9, 5, 9, 5, 17, 5, True, True, True, True, 1, 4, -1, West
9, 1, 4, 1, 4, 9, 5, 9, 5, 18, 5, True, True, True, True, 0, 4, -1, East
8, 1, 4, 1, 5, 8, 5, 9, 5, 17, 5, True, True, True, True, 0, 4, -1, West
9, 1, 4, 2, 5, 8, 5, 8, 5, 16, 5, True, True, True, True, -1, 4, -1, East
8, 1, 4, 1, 5, 8, 5, 9, 5, 15, 5, True, True, True, True, 0, 4, -1, West
9, 1, 4, 1, 4, 8, 5, 9, 5, 15, 5, True, True, True, True, 0, 4, -1, East
10, 1, 4, 1, 4, 9, 5, 9, 5, 14, 5, True, True, True, True, -1, 4, 99, East
9, 1, 4, 1, 3, 9, 4, 9, 4, 15, 5, True, True, True, True, 0, 3, -1, West
10, 1, 4, 1, 2, 9, 4, 10, 4, 14, 5, True, True, True, True, 0, 3, -1, East
11, 1, 4, 1, 3, 9, 5, 9, 4, 13, 5, True, True, True, True, -2, 3, 99, East
10, 1, 4, 1, 4, 9, 4, 9, 5, 13, 5, True, True, True, True, -1, 3, -1, West
9, 1, 4, 1, 3, 9, 5, 10, 5, 14, 5, True, True, True, True, 0, 4, -1, West
10, 1, 4, 1, 3, 10, 5, 9, 5, 15, 5, True, True, True, True, 0, 4, -1, East
11, 1, 4, 1, 2, 10, 5, 8, 5, 14, 5, True, True, True, True, -1, 4, -1, East
10, 1, 4, 1, 3, 10, 5, 8, 5, 15, 5, True, True, True, True, 0, 4, -1, West
9, 1, 4, 1, 4, 9, 5, 9, 5, 16, 5, True, True, True, True, 0, 4, -1, West
10, 1, 4, 1, 4, 10, 5, 9, 4, 16, 5, True, True, True, True, 0, 4, -1, East
11, 1, 4, 1, 4, 10, 4, 9, 4, 16, 5, True, True, True, True, -1, 3, -1, East
10, 1, 4, 1, 3, 10, 5, 9, 5, 15, 5, True, True, True, True, 0, 4, -1, West
11, 1, 4, 1, 4, 9, 5, 10, 5, 14, 5, True, True, True, True, -1, 4, -1, East
10, 1, 4, 1, 4, 10, 5, 11, 5, 13, 5, True, True, True, True, 0, 4, -1, West
11, 1, 4, 1, 3, 10, 4, 10, 5, 14, 5, True, True, True, True, -1, 3, -1, East
10, 1, 4, 1, 4, 10, 3, 10, 4, 15, 5, True, True, True, True, 0, 2, -1, West
11, 1, 4, 1, 5, 10, 4, 10, 3, 15, 5, True, True, True, True, -1, 2, -1, East
10, 1, 4, 1, 4, 10, 3, 11, 3, 15, 4, True, True, True, True, 0, 2, -1, West
11, 1, 4, 1, 4, 10, 4, 12, 3, 15, 4, True, True, True, True, 1, 2, -1, East
12, 1, 4, 1, 4, 10, 4, 12, 3, 15, 3, True, True, True, True, 0, 2, 99, East
